turma;resposta;sentimento;justificativa
UFSC-EMB5648_01606-2025-1-2;achei que ia pior, mas até que tá dando pra desenrolar bem;Misto;O texto expressa uma expectativa negativa inicial, mas também revela uma satisfação com o progresso atual, resultando em sentimentos mistos.
UFSC-EMB5648_01606-2025-1-2;Me sinto confusa, as aulas são complexas de entender a didática é muito complicada de acompanhar. As atividades muito densas, principalmente no que concerne o ensino de programação com pseudocódigos e computador simplificado.;Misto;O texto expressa confusão e dificuldades com as aulas e atividades, indicando um sentimento negativo, mas não apresenta aspectos positivos.
UFSC-EMB5648_01606-2025-1-2;senti um pouco de dificuldade na matéria, mas me sinto bem em relação a ela, pois esta sendo muito explicada, meus resultados são por minha falta de atitude em relação da disciplina;Misto;O sentimento final foi escolhido como Misto porque o estudante expressa tanto dificuldades na matéria quanto uma sensação positiva em relação à explicação recebida.
UFSC-EMB5648_01606-2025-1-2;Gostei da evolução que eu tive no aprendizado sobre programação, acho que a disciplina treina muito o raciocínio lógico.;Positiva;O texto expressa satisfação com a evolução no aprendizado e elogia a disciplina, sem apresentar críticas ou aspectos desfavoráveis.
UFSC-EMB5648_01606-2025-1-2;Há muitas dificuldades, mas tenho tentado.;Misto;O texto expressa uma dificuldade, mas também menciona um esforço, resultando em sentimentos mistos.
UFSC-EMB5648_01606-2025-1-2;é uma materia que exige muito tempo e pratica e ainda estou me acostumando a isso;Misto;O texto apresenta uma crítica sobre a exigência de tempo e a dificuldade de adaptação, mas não contém elementos positivos claros, resultando em um sentimento misto.
UFSC-EMB5648_01606-2025-1-2;Uma disciplina que dá muita base para a engenharia no geral, está sendo boa;Positiva;O sentimento final foi escolhido como positivo porque o texto expressa satisfação com a disciplina e destaca sua importância para a formação em engenharia.
UFSC-EMB5648_01606-2025-1-2;Satisfeito, apesar de ter dificuldade na matéria.;Misto;O sentimento final foi escolhido como Misto porque há uma expressão de satisfação, mas também uma menção a dificuldades na matéria.
UFSC-EMB5648_01606-2025-1-2;Gostaria que a disciplina fosse mais direta, sem ter de passar pela parte de psceu do código e indo diretamente ao interesse, talvez até daria tempo de explorar mais a fundo a linguagem C, ou outra linguagem como Python;Misto;O texto expressa tanto a insatisfação com a abordagem da disciplina quanto o desejo de explorar mais linguagens, resultando em sentimentos mistos.
UFSC-EMB5648_01606-2025-1-2;Estou apresentando dificuldades com a matéria, visto que essa é a primeira vez que eu estou estudando programação.;Negativa;O sentimento final foi escolhido como Negativa devido à menção de dificuldades na matéria, sem qualquer aspecto positivo destacado.
UFSC-EMB5648_01606-2025-1-2;Satisfeita, gosto da disciplina e mesmo tendo dificuldade na matéria acho divertida e interessante.;Misto;O sentimento final foi escolhido como Misto porque há uma satisfação com a disciplina, mas também é mencionada uma dificuldade na matéria.
UFSC-EMB5648_01606-2025-1-2;a disciplina é legal mas tenho dificuldade de aplicar meus conhecimentos na hora da prova;Misto;O sentimento final foi escolhido como Misto porque há um elogio à disciplina, mas também uma crítica sobre a dificuldade em aplicar os conhecimentos.
UFSC-EMB5648_01606-2025-1-2;Com batente dificuldade;Negativa;O texto expressa uma crítica ao mencionar 'dificuldade', indicando um aspecto desfavorável.
UFSC-EMB5648_01606-2025-1-2;Estou gostando do jeito que está sendo mostrado o conteúdo e a quantidade de atividades disponibilizadas para estudo, mas quando chega a prova tenho dificuldade de aplicar o conteúdo da melhor forma a ser avaliada.;Misto;O sentimento final foi escolhido como Misto porque há uma apreciação pelo método de ensino e pelas atividades, mas também uma frustração em relação ao desempenho nas provas.
UFSC-EMB5648_01606-2025-1-2;Difícil e desafiadora, porém muito interessante.;Misto;O texto apresenta sentimentos positivos e negativos, destacando a dificuldade e o desafio, mas também a grandeza do interesse pela disciplina.
UFSC-EMB5648_01606-2025-1-2;No início eu imaginei que a disciplina de programação fosse diferente, e até pensei que era uma matéria complicada, porém, após a P1, eu percebi que a disciplina não é complicada, é apenas questão de prática;Misto;O texto apresenta uma mudança de percepção sobre a disciplina, começando com uma expectativa negativa e culminando em uma conclusão positiva.
UFSC-EMB5648_01606-2025-1-2;é uma disciplina difícil, mas de repetição, é completamente entendível, mas acho que deveria ter uma explicação maior.;Misto;O texto apresenta tanto uma crítica à dificuldade da disciplina quanto um reconhecimento de que ela é compreensível, resultando em sentimentos mistos.
UFSC-EMB5648_01606-2025-1-2;Gostei do avanço que eu tive. A disciplina me ajudou diante ao raciocínio lógico e a mexer em aparelhos tecnológicos;Positiva;O sentimento final foi escolhido como positivo porque o texto expressa satisfação e elogios em relação ao avanço e à ajuda da disciplina.
UFSC-EMB5648_01606-2025-1-2;Em relação à disciplina de Programação, tenho me sentido desafiado, mas ao mesmo tempo motivado a superar as dificuldades.;Misto;O sentimento final foi escolhido como Misto porque o estudante expressa tanto um desafio quanto uma motivação, refletindo sentimentos positivos e negativos.
UFSC-EMB5648_01606-2025-1-2;Ate o momento somente possuo duvidas a respeito na elobaraçao da estruturaçao na hora de fazer uma programa em C com intuito de fazer alguma string , porem de resto creio eu que me adapto muito bem;Misto;O texto expressa dúvidas sobre a elaboração da estruturação em programação, mas também menciona uma adaptação positiva, resultando em sentimentos mistos.
UFSC-EMB5648_01606-2025-1-2;Apesar de algumas dificuldades estou conseguindo acompanhar o conteúdo, então me sinto confiante.;Misto;O sentimento final foi escolhido como Misto porque há uma combinação de dificuldades enfrentadas e uma sensação de confiança ao acompanhar o conteúdo.
UFSC-EMB5648_01606-2025-1-2;Me sinto indiferente pois na minha  opinião o curso é um pouco complexo dada a minha situação...;Neutra;O texto expressa uma opinião sem carga emocional clara, focando na complexidade do curso e na situação do estudante.
UFSC-EMB5648_01606-2025-1-2;A disciplina é bem interessante e imagino que tenha um papel importante na formação de um engenheiro;Positiva;O texto expressa uma opinião favorável sobre a disciplina, destacando seu interesse e importância na formação profissional.
UFSC-EMB5648_01606-2025-1-2;Apesar da nota ,abaixo do esperado na primeira prova, sinto-me motivado com as aulas e principalmente com as listas de exercício, afim do treinamento e aperfeiçoamento na resolução de cada questão. Consigo perceber meu progresso, mesmo que não seja muito expressivo ainda e pretendo melhorar cada vez mais em relação à disciplina.;Misto;O sentimento final foi escolhido como Misto porque o texto expressa tanto motivação e progresso quanto uma insatisfação com a nota obtida.
UFSC-EMB5648_01601_01604-2025-1-2;Esta interessante, estou gostando de aprender prog, principalmente de fazer os exercicios. Sempre que concluo um e uma satisfacao de ter conseguido fazer um novo codigo. Nao sei se usarei prog no futuro mas esta sendo divertido aprender. Sinto que nao tenho tempo de fazer todos os exercicios, o que me preocupa com relacao a p2, mesmo eu sentindo que ja melhorei bastante desde a p1, ainda acho que nao sera o suficiente, principalmente depois da aula de vetores. Sinto que terei mais dificuldade com esse e os proximos conteudos que cairao na p2.;Misto;O sentimento final foi escolhido como 'Misto' porque o texto expressa tanto satisfação em aprender programação quanto preocupações e inseguranças em relação ao futuro e ao desempenho nas avaliações.
UFSC-EMB5648_01601_01604-2025-1-2;Acredito que houve alguns erros de comunicação entre os professores, acredito que ficar com as listas de questoes para a prova seja melhor do que a quantidade de vpl que há;Misto;O texto apresenta uma crítica sobre a comunicação entre professores e a quantidade de VPL, mas também expressa uma opinião favorável sobre ter listas de questões para a prova, resultando em sentimentos mistos.
UFSC-EMB5648_01601_01604-2025-1-2;Estudando para obter melhora, gosto do assunto.;Positiva;O sentimento final foi escolhido como Positiva porque a frase expressa satisfação com o assunto estudado.
UFSC-EMB5648_01601_01604-2025-1-2;Sinto que não entendo direito o conteúdo.;Negativa;O sentimento final foi escolhido como negativo porque a frase expressa uma dificuldade de compreensão do conteúdo.
UFSC-EMB5648_01601_01604-2025-1-2;Estava melh9;Neutra;O texto apresenta uma informação sem carga emocional clara, não expressando sentimentos positivos ou negativos.
UFSC-EMB5648_01601_01604-2025-1-2;Desanimado, sem intendimento da matéria e muita dificuldade no aprendizado;Negativa;O texto expressa claramente frustração e dificuldades no aprendizado, sem apresentar aspectos positivos.
UFSC-EMB5648_01601_01604-2025-1-2;Satisfeito;Positiva;O sentimento final foi escolhido como Positiva porque a palavra 'satisfeito' expressa uma satisfação clara e favorável.
UFSC-EMB5648_01601_01604-2025-1-2;Em relação a disciplina estou me sentindo indiferente pois não estou conseguindo me enquadrar na matéria, acho que não está sendo bem dada para o nível que eu possa entender as matérias. Por ser estudante estrangeiro,talvez seja o motivo pela qual a disciplina está sendo uma frustração pela rapidez da fala na explanação das matérias. Acho que com uma explicação mais calma e direta das matérias posso vir a melhor pois infelizmente até na monitoria consigo entender.      Muito obrigado!;Misto;O texto apresenta tanto críticas em relação à dificuldade da disciplina quanto uma esperança de melhoria com explicações mais claras, resultando em sentimentos mistos.
UFSC-EMB5648_01601_01604-2025-1-2;Estou me sentindo satisfeito com oque aprendi e com a ajuda que tenho durante as aulas práticas para tirar minhas dúvidas;Positiva;O sentimento final foi escolhido como positivo porque o estudante expressa satisfação com o aprendizado e a ajuda recebida nas aulas práticas.
UFSC-EMB5648_01601_01604-2025-1-2;eu acho a disciplina legal porém tenho dificuldade para entender a materia.;Misto;O sentimento final foi escolhido como Misto porque há uma apreciação pela disciplina, mas também uma crítica relacionada à dificuldade de compreensão.
UFSC-EMB5648_01601_01604-2025-1-2;Eu me sinto um pouco confuso com a matéria, mas tenho noção que de parte disso pode ser resolvida com estudos mais intensivos em casa.;Misto;O sentimento final foi escolhido como Misto porque há uma expressão de confusão em relação à matéria, mas também uma percepção positiva de que a situação pode ser melhorada com mais estudos.
CATOLICA-Prog-Web-A-2025-1-2;no início é difícil, mas todo mundo enfrenta dificuldades nessa vida então vamo que vamo (mas eu aprendi bastante a fazer uso de outras tecnologias, embora eu prefira a monogamia);Misto;O texto apresenta tanto uma dificuldade inicial quanto um aprendizado positivo, resultando em sentimentos mistos.
CATOLICA-Prog-Web-A-2025-1-2;Satisfeita;Positiva;O sentimento final foi escolhido como positivo porque a palavra 'satisfeita' expressa uma sensação de contentamento e aprovação.
CATOLICA-Prog-Web-A-2025-1-2;Acredito que o método de avaliação foi bem aplicado. Nos foi dado liberdade para desenvolvermos uma aplicação de nossa escolha do zero para ser avaliada depois.;Positiva;O texto expressa satisfação com o método de avaliação e a liberdade dada aos alunos, sem apresentar críticas ou aspectos desfavoráveis.
CATOLICA-Prog-Web-A-2025-1-2;gosto da disciplina;Positiva;O sentimento final foi escolhido como Positiva porque a frase expressa uma apreciação pela disciplina.
CATOLICA-Prog-Web-A-2025-1-2;Gosto da nossa dinâmica. O professor se disponibiliza para tirar nossas dúvidas e auxiliar no desenvolvimento, mas nos deixa livres pra escolher as ferramentas e os demais métodos de construção do código.;Positiva;O texto expressa satisfação com a dinâmica da aula e a disponibilidade do professor, sem apresentar críticas ou aspectos desfavoráveis.
CATOLICA-Prog-Web-A-2025-1-2;Satisfeito;Positiva;O sentimento final foi escolhido como Positiva porque a palavra 'satisfeito' expressa uma satisfação clara e favorável.
CATOLICA-Prog-Web-A-2025-1-2;Estou gostando , ainda mais que o tema é livre e você pode deixar sua criatividade fluir;Positiva;O sentimento final foi escolhido como positivo porque o estudante expressa satisfação e apreciação pela liberdade criativa no tema.
CATOLICA-Prog-Web-A-2025-1-2;Satisfeito, nada a declarar;Positiva;O sentimento final foi escolhido como Positiva porque a palavra 'satisfeito' indica uma avaliação favorável.
CATOLICA-Prog-Web-A-2025-1-2;As aulas do professor Camargo são das melhores que já tive. Sem enrolação, ele é sempre objetivo e as aulas não são cansativas. Sempre temos assunto e, mesmo com atividades, ele não deixa a aula perder o ritmo, passando pelos grupos ou pelos alunos e esclarecendo todas as dúvidas. Ele não é aquele professor que passa atividades só para “matar o tempo” da aula, mas sim para ajudar verdadeiramente todos os alunos.;Positiva;O sentimento final foi escolhido como positivo devido à forte ênfase em aspectos favoráveis das aulas e do professor, sem menção a críticas ou aspectos desfavoráveis.
CATOLICA-Prog-Web-A-2025-1-2;"Muito bem. Nunca fui muito bem com prazos, então está sendo uma oportunidade para eu conseguir me desenvolver.  Não estou tendo também nenhuma dificuldade técnica, é uma oportunidade de aprendizado, no meu ponto de vista. Para mim o mais complicado foi seguir uma ideia e colocar ela em prática, mudei diversas vezes meu escopo, por isso também aprendi a tomar decisões rápidas ou a pensar mais ""a frente"", tentando levar em consideração todo o projeto, antes de inicia-lo.";Misto;O texto apresenta tanto aspectos positivos sobre o desenvolvimento e aprendizado quanto negativos relacionados a dificuldades com prazos e mudanças de escopo.
CATOLICA-Prog-Web-A-2025-1-2;Acho que foi uma disciplina desafiadora, onde tivemos que desenvolver uma aplicação web e colocar em prática todo o conhecimento adquirido até aqui.;Misto;O texto apresenta um aspecto positivo sobre a aplicação prática do conhecimento, mas também menciona que a disciplina foi desafiadora, resultando em sentimentos mistos.
CATOLICA-Prog-Web-A-2025-1-2;É uma disciplina ineressante, que coloca em prática tudo o que vimos até o momento do curso, onde precisamos desenvolver uma aplicação atendendo seus requisitos e funcionalidades.;Positiva;O sentimento final foi escolhido como positivo devido à descrição favorável da disciplina e sua aplicação prática.
CATOLICA-Prog-Web-B-2025-1-2;muito feliz e satisfeita, tenho conseguido ter um grande aprendizado com o projeto proposto, além dos modelos de aula serem excelentes trazendo liberdade pra nós podermos explorar tecnologias diversas com uma grande orientação do professor;Positiva;O sentimento final foi escolhido como Positiva porque o texto expressa satisfação e elogios em relação ao aprendizado e à qualidade das aulas.
CATOLICA-Prog-Web-B-2025-1-2;Acho a forma do professor de instruir quanto aos trabalhos e explicar a matéria bem prática e fácil de entender. A comunicação entre professor e aluno também é sempre bem clara e muito boa, na minha opinião, estou bastante satisfeita.;Positiva;O sentimento final foi escolhido como Positiva porque o texto expressa satisfação e elogios em relação ao ensino do professor.
CATOLICA-Prog-Web-B-2025-1-2;Muito satisfeito pela flexibilidade da disciplina;Positiva;O sentimento final foi escolhido como positivo porque expressa satisfação em relação à flexibilidade da disciplina.
CATOLICA-Prog-Web-B-2025-1-2;Acredito que seja um bom desafio, mas seria interessante se a disciplina contasse com um certo grau de teoria (apresentar um ou mais frameworks/ferramentas aos alunos que pudessem auxiliar na execução do projeto, por exemplo, ainda que a presença fosse opcional em datas sem entrega);Misto;O texto expressa um aspecto positivo sobre o desafio, mas também critica a falta de teoria e ferramentas, resultando em sentimentos mistos.
CATOLICA-Prog-Web-B-2025-1-2;Muito bom, dá pra utilizar junto com a materia de PAC.;Positiva;O sentimento final foi escolhido como positivo porque o estudante expressa satisfação ao afirmar que é 'muito bom' e que pode ser utilizado de forma útil com outra matéria.
CATOLICA-Prog-Web-B-2025-1-2;Estou satisfeita em relação a disciplina, abertura para nos desenvolvermos e satisfatória.  Escolhi react para aperfeiçoar meus conhecimentos e estou desenvolvendo um trabalho bom, ao meu alcance.;Positiva;O sentimento final foi escolhido como Positiva, pois o texto expressa satisfação e aspectos favoráveis em relação à disciplina e ao desenvolvimento do trabalho.
CATOLICA-Prog-Web-B-2025-1-2;Nada sendo aprendido;Negativa;O texto expressa uma crítica clara sobre a falta de aprendizado, indicando insatisfação.
